id,neg,neu,pos,compound,Comments,Sentiment Category,Comment_ID
675,0.0,1.0,0.0,0.0,The beast is here,neutral,675
676,0.1,0.663,0.237,0.6571,Ssoooo for those of us who dont care about pretending to be a professional photographer what else is special about this phone. Like why would u want to upgrade from my s22 ultra? Lol,positive,676
677,0.0,1.0,0.0,0.0,Waiting for new superpower iphone 15 ultra,neutral,677
678,0.0,1.0,0.0,0.0,I'm watching sumsung phone ad on one plus ,neutral,678
679,0.0,0.76,0.24,0.4291,"Should I go for S23 ultra or A73 5g 

Please suggest..???",positive,679
680,0.0,0.633,0.367,0.4404,Def better than iphone14 pro max,positive,680
681,0.052,0.787,0.161,0.8864,"OK haters laugh it up This Friday about two days ago, I just got Galaxy S23 ultra and it was absolute mind blown. No, SD card it has 263 GB Storage I can do if I want and also I can delete some footage is not suitable, that is very work for me at least I need to change something new because galaxy note 10 it’s way too old. I need a new one for sure.! Way to go Samsung! ha ha laugh it up I’ll show you A real deal on Instagram if you don’t believe me.",positive,681
682,0.0,0.822,0.178,0.0772,I want both iPhone pro and galaxy s 24,neutral,682
683,0.0,1.0,0.0,0.0,Yaxshi telefon,neutral,683
684,0.0,1.0,0.0,0.0,When will you send the Samsung galaxy watch 6 and Samsung galaxy 6 classic in Bangladesh ?,neutral,684
685,0.0,0.519,0.481,0.5719,1:57 this made me rofl ,positive,685
686,0.0,1.0,0.0,0.0,MY used Samsung s23 Ultra.,neutral,686
687,0.0,1.0,0.0,0.0,Watching from Galaxy S8+ user ,neutral,687
688,0.0,0.905,0.095,0.6369,So there's absolutely nothing new as always. I'm suprised they didn't downgraded the resolution again or remove the charger port since they removed the sd port and jack output along the years. The S10 i had is still the best Samsung i had,positive,688
689,0.0,0.449,0.551,0.5994,"dream of a good consumer, without money",positive,689
690,0.0,1.0,0.0,0.0,Waiting for Iphone 15,neutral,690
691,0.064,0.683,0.253,0.807,"Sadly still chip iPhone 14 better than Samsung Galaxy S23+ I'll really hope next time before 2030 Samsung do better achievement than iPhone 14 on create chip phone,  overall Samsung still my favourite phone ️️‍",positive,691
692,0.0,1.0,0.0,0.0,I have been using S22 ultra and I see nothing new  in s23 ultra..,neutral,692
693,0.0,1.0,0.0,0.0,I have bought  this mobile yesterday,neutral,693
694,0.0,0.791,0.209,0.6486,"Why its 1,25,000 rs we aren't use all features why so much cost it is. Any way phone is feeling Wow experience.",positive,694
695,0.0,1.0,0.0,0.0,Whatcha ad ,neutral,695
696,0.0,0.557,0.443,0.8294,Product is good. But apple commercials keep getting better. Please catchup n smash them Samsung,positive,696
697,0.0,1.0,0.0,0.0,Where’s The Notch?? ,neutral,697
698,0.027,0.919,0.055,0.3134,"I was doing research on a new phone since my front glass on my s20 ultra cracked and I can't get it replaced. Before I saw this commercial I was like, ya this makes sense. Now after this video, I don't want it anymore because of how cringe it was.",positive,698
699,0.0,0.682,0.318,0.6369,"I love that Samsung, unlike Apple, doesn't lock the comments section...",positive,699
700,0.453,0.547,0.0,-0.7003,I would hate to drop this phone on the floor,negative,700
701,0.053,0.847,0.101,0.4455,"I have S22 Ultra and I thought I have a beast phone with all the advertised specifications, but the reality is not and the big numbers the specifications are claiming are nothing but meaningless numbers because my phone still lags when I use the heart sticker in WhatsApp! Don't need fooled by Samsung, they are normal phones with average performance",positive,701
702,0.0,0.86,0.14,0.2382,Good phone but still an incremental upgrade and too close to iPhone prices.,positive,702
703,0.0,0.667,0.333,0.3612,But i phone is dream for everyone ,positive,703
704,0.0,0.886,0.114,0.5927,Lets say. 5 months passed and iphone 14 pro max video got 25 million views but 6 days left and samsung s23 ultra got 20 million views lets say that Samsung is better,positive,704
705,0.0,1.0,0.0,0.0,"By not changing the design and not adding much in terms of software, Samsung copies Apple up to the T.",neutral,705
706,0.128,0.788,0.084,-0.9199,"I know you promote a lot of phones and you review a lot of different phones, but I'll never buy a Samsung directly from Samsung again. I thought spending $1,300 and buying the phone outright directly from Samsung would be better than buying from a phone provider, but I'm wrong. A phone provider when I tell him I have a problem sends me a new phone and asked me to return the old one. Samsung would like me to wait two weeks while they see if they could figure out if there's a problem and then fix that problem what would I do without a phone for 2 weeks I need to call customers I need the GPS locations I need to speak to my boss. I asked four different people and supervisors and I left messages on their Twitter page. FYI any other company when I Post a problem on Twitter's page they always get back to me. Samsung could care less. I've never been so disappointed because I have five televisions two refrigerators a tablet I must have been through six phones 5 earbuds the Galaxy S3 frontier watch, side note Samsung pay used to work on that now it does not after multiple calls with tech support, and a 360 camera. Being a Samsung fanboy has not paid off lol just want you to know because you talk to a lot of people maybe could let them know how poor services with Samsung",negative,706
707,0.0,0.713,0.287,0.9062,"Samsung Galaxy ultra 23.> God himself, way stronger , better , an powerful ; Than Apple IPhones which it will ""cost you your monthly rent "" an the device always improve every-year. I cant wait to grab mines. ' Galaxy for life ' lets go.",positive,707
708,0.129,0.529,0.341,0.6128,"I really love my S23 Ultra, but I am not a fan of this commercial lol",positive,708
709,0.0,0.465,0.535,0.3182,Creepy and cool ,positive,709
710,0.0,0.683,0.317,0.9371,"Samsung please keep the offer of 
Watch LTE+ Samsung s23 ultra + Buds at ₹1,30,000 in June because HSC result will be out during these days 
So that students can avail this amazing outstanding fantastic offer",positive,710
711,0.259,0.61,0.132,-0.9278,I love Samsung so much.  But currently Samsung is making very bad phones at a low price. This is reducing the Samsung brand value a lot.  Many people buy cheap phones with poor performance and say that Samsung phones are bad phones.  Hearing this makes me angry because Samsung is the number one brand in the world.  Hope you will take appropriate action.,negative,711
712,0.0,0.86,0.14,0.2382,Good phone. But the add direction in the Galaxy line up is absurd.,positive,712
713,0.0,0.783,0.217,0.3612,looks like Samsung hired Marval director for this commercial shooting ,positive,713
714,0.0,1.0,0.0,0.0,Where's the 65 watt charging? Oppo has had these for years,neutral,714
715,0.149,0.851,0.0,-0.2732,long story cut short this process kept on happening over and over again,negative,715
716,0.138,0.819,0.043,-0.5499,I'm not gonna buy iphone right now I want to buy this phone Samsung Galaxy S23 Ultra But sadly I didn't have money for my Schooling,negative,716
717,0.0,1.0,0.0,0.0,Me watching this video with my Samsung Galaxy S10 ,neutral,717
718,0.0,0.65,0.35,0.5927,Ok but I just barely bought the s22 like a few months ago ,positive,718
719,0.26,0.74,0.0,-0.3527,Can you low price of samsung s23 ultra??,negative,719
720,0.184,0.685,0.131,-0.6463,"Exynos will back and will destroy everything, if arrived to galaxy S24 lineup, everyone was so much love it and so happy with Snapdragon even They want galaxy s24 will use snapdragon in international, can't believe what happend if s24 will use back exynos, soc the worst always have issues overheating poor battery life worst quality cameras and not made from TSMC",negative,720
721,0.0,0.519,0.481,0.5719,Nothing's new but nice marketing ,positive,721
722,0.0,1.0,0.0,0.0,"hey!!, what's new......?",neutral,722
723,0.0,1.0,0.0,0.0,Me watching this on i phone 14 promax,neutral,723
724,0.0,0.488,0.512,0.6369,The best SAMSUNG ELECTRÓNICS USA,positive,724
725,0.131,0.797,0.072,-0.5367,"most of these fake reviews are ignorant and none of them are mentioning the major screen color issue of this phone , a lot of users are complaining the less saturated, gamma , contrast screen display of S23U, its a totally downgrade screen incomparable to S21U which has a better screen display,  the amoled becomes an ordinary oled screen like other phones and samsung has fooled the consumers on this phone",negative,725
726,0.375,0.625,0.0,-0.5574,At the end i thought my phone died,negative,726
727,0.259,0.625,0.116,-0.5106,I wish i could have s23 but what can i do i am from poor family️,negative,727
728,0.0,1.0,0.0,0.0,ayo? There a pen built inside?!?!,neutral,728
729,0.0,1.0,0.0,0.0,Learn something from Apple while making an ad.,neutral,729
730,0.056,0.944,0.0,-0.4585,"Not a happy customer . I have samsung  note 9 
Every time I do software update the screen turns yellowish , which was the case with most of the note 9 devices . Last time it happened I had to use my sisters verified account to tweet and get it repaired  . (Which was a long procedure for something that I didn't even do ) ",negative,730
731,0.0,1.0,0.0,0.0,My uncle have this phone,neutral,731
732,0.144,0.856,0.0,-0.296,"These days every smartphone’s presentation has only one thing  “ camera this , camera that, and blah blah blah about camera “. Because rest all is saturated about phones now.",negative,732
733,0.0,1.0,0.0,0.0,I've see nothing new here. These phones are already at their limit,neutral,733
734,0.0,1.0,0.0,0.0,When you are high and they ask you to write a script for an Ad!,neutral,734
735,0.0,0.685,0.315,0.3182,Please arrange price at 150 rs,positive,735
736,0.227,0.773,0.0,-0.3919,But but but .......my apple's got air drop. **Not fair*** ,negative,736
737,0.0,0.711,0.289,0.5023,My iPhone will last way longer than this lol,positive,737
738,0.0,0.707,0.293,0.4404,Where is Changbin?  thanks to him. buy a galaxy ,positive,738
739,0.0,1.0,0.0,0.0,Iron man theme on the trailer ,neutral,739
740,0.0,1.0,0.0,0.0,Dope phone but iphone is still king,neutral,740
741,0.0,1.0,0.0,0.0,"im still trying to find
WHERE IS THE SAMSUNG GALAXY ",neutral,741
742,0.255,0.745,0.0,-0.34,did Samsung shoot this video using the phone?,negative,742
743,0.437,0.563,0.0,-0.4767,Apple is crying right now,negative,743
744,0.0,1.0,0.0,0.0,The video samsung ever released,neutral,744
745,0.046,0.807,0.147,0.6697,"Dear SAMSUNG 
With all due respect 
Im Requesting U to please ...what devices you made in past years...
We are using that tooo...like Samsung GEAR VR WITH CONTROLLER.....which is now Almost useless because of you guys who thought of discontinuing the apps..of vr which cannot be connected to internet....",positive,745
746,0.0,1.0,0.0,0.0,Hahaha... S Pen need 3 step to open.. loooong time ,neutral,746
747,0.0,1.0,0.0,0.0,Ultra s22 (a lemon) user here.  Ultra s23 is probably another lemon!,neutral,747
748,0.099,0.901,0.0,-0.296,Why there is no charger in this expensive phone .....If this effect our ecosystem so why they sell charger external source...,negative,748
749,0.115,0.733,0.152,0.1779,"Samsung galaxy started with: S III mini to S23 no Good. you know why, It often overheats",positive,749
750,0.162,0.838,0.0,-0.4767,"I think it's time we got a new software design One UI looks terrible, specially the notification panel... yuck",negative,750
751,0.0,0.505,0.495,0.5994,Lol can't buy this one as well,positive,751
752,0.0,1.0,0.0,0.0,So it comes with the stylus?,neutral,752
753,0.0,1.0,0.0,0.0,So s23 is camera with spen? Noice,neutral,753
754,0.0,1.0,0.0,0.0,You got one more subscriber,neutral,754
755,0.0,1.0,0.0,0.0,"Selfie camera just 12 Mp.. 
It's new... ",neutral,755
756,0.583,0.417,0.0,-0.6808,this commercial is severely screaming 2012,negative,756
757,0.073,0.76,0.167,0.4939,"The size on these phones are ridiculous, an average person can't even use the phone with one hand anymore, it seems like they are making these for NBA players.",positive,757
758,0.187,0.674,0.139,-0.4215,"Nice comercial but like there is literally no reason to switcj from my s22 ultra to s23ultra, they pulled an APPLE move and released the same phone, im disappointed",negative,758
759,0.143,0.677,0.18,0.128,"could have easily stopped after the first line ""whats new? "" - ""nothing""",positive,759
760,0.0,0.894,0.106,0.0772,How do u get that astronaut number whom you have send the photo ,neutral,760
761,0.485,0.515,0.0,-0.6908,This version will kill em all,negative,761
762,0.0,0.417,0.583,0.4215,This is true ,positive,762
763,0.0,0.714,0.286,0.4215,It's the S23 watched ad by 23M lol,positive,763
764,0.162,0.473,0.365,0.4576,Still the shutter lag guys. Please make it more efficient.,positive,764
765,0.0,0.674,0.326,0.4404,200 times better than iPhone 14 pro,positive,765
766,0.0,1.0,0.0,0.0,What's new really ,neutral,766
767,0.0,0.635,0.365,0.8481,"Apple is living rent free in people's minds here.    

Just praise S23 ultra without bringing iPhones into these please. ",positive,767
768,0.0,1.0,0.0,0.0,What's new?  The name I guess,neutral,768
769,0.0,1.0,0.0,0.0,s21 ultra was fked up by rain ..now i gonna buy 2023 ultra,neutral,769
770,0.0,1.0,0.0,0.0,IPhone ,neutral,770
771,0.0,1.0,0.0,0.0,Xperia 1 v commercial is more seducing than this,neutral,771
772,0.701,0.299,0.0,-0.6908,Kill the i phones ,negative,772
773,0.0,1.0,0.0,0.0,Which colour is this.. Graphite..??,neutral,773
774,0.0,0.775,0.225,0.4939,Samsung Galaxy s23ultra vs iphone14 pro max iphone say mommy save me,positive,774
775,0.661,0.339,0.0,-0.4404,no seriously whats new?… ,negative,775
776,0.307,0.693,0.0,-0.4767,Me Poor guy Watching it from Galaxy A14... ,negative,776
777,0.0,1.0,0.0,0.0,why not just buy photo camera ?,neutral,777
778,0.0,1.0,0.0,0.0,"Samsung Galaxy Watch 5 is not smartwatch enough,Whatsapp can't sync with my android..hate it!!",neutral,778
779,0.0,1.0,0.0,0.0,So basically is Recycled ,neutral,779
780,0.194,0.806,0.0,-0.3412,Samsung Official Introductions are not as good as they were earlier,negative,780
781,0.0,1.0,0.0,0.0,How much in pre order,neutral,781
782,0.268,0.732,0.0,-0.579,"Very Sad, Collecting lacs of bucks for phone, but not giving head phone and charger....",negative,782
783,0.18,0.82,0.0,-0.296,"All Humans Refuse to work in Samsung Ad, expect these 3 guys",negative,783
784,0.0,1.0,0.0,0.0,Can you send me that? ,neutral,784
785,0.0,0.309,0.691,0.7717,Wow it's better than Apple ,positive,785
786,0.0,0.706,0.294,0.3612,"Can you send me that ? 
Thank you ",positive,786
787,0.286,0.714,0.0,-0.34,Is there still thw camera shutter lag?,negative,787
788,0.243,0.635,0.122,-0.2851,Even lost 500000 not to leave the culprits,negative,788
789,0.0,0.843,0.157,0.4215,"lol every picture shown has a disclaimer ""illustrated purposes only"". so its not even the actual photo,",positive,789
790,0.0,1.0,0.0,0.0,It is S22 ultra bro,neutral,790
791,0.0,1.0,0.0,0.0,New technology,neutral,791
792,0.141,0.74,0.119,0.1823,"The Samsung Ultra 23 is no t good comparison to the Note 10+. The camera is not important to me. My cell phone is not for entertainment
 I wish I had gotten my Note 10+ fixed and kept it. I am still going to buy a Note 10+. It is the best for many reasons.",positive,792
793,0.0,0.843,0.157,0.0772,Pls don't mention the iPhONe here.. it's uncomparable...pls,neutral,793
794,0.0,1.0,0.0,0.0,Change the design bro,neutral,794
795,0.0,0.615,0.385,0.3612,Looks like an AliExpress commercial ,positive,795
796,0.108,0.8,0.092,-0.394,Phone is nice .... but still in this era if we have to use stylus/pen to operate phone... cumon samsung you can do better... I really want to buy this phone but stylus is disappointment for me..,negative,796
797,0.0,1.0,0.0,0.0,How much is this phone,neutral,797
798,0.0,0.58,0.42,0.4404,8 gen 2 better than A16 Bionic,positive,798
799,0.078,0.894,0.027,-0.4696,"No matter how expensive is your galaxy, whatsapp and instagram status update for videos ALWAYS look blur, WHY SAMSUNG? CAN'T YOU MAKE WHATSAPP SPECIALLY FOR SAMSUNG S SERIES??? 
Apple whatsapp and instagram status update are sharp and never blur.",negative,799
800,0.0,1.0,0.0,0.0,Leaving apple in the dust,neutral,800
801,0.0,1.0,0.0,0.0,Nice… but still gon buy iPhone,neutral,801
802,0.085,0.717,0.198,0.4728,What's happening All brands Highly Prices increase i don't buy any basic   phone  50k + in Pakistan  2year Older phone A12 55 thousend in Pakistan markets please The Brands please Poor peoples   ,positive,802
803,0.0,1.0,0.0,0.0,Nothing can beat iPhone ,neutral,803
804,0.0,0.79,0.21,0.4926,"Hello Samsung! 
I'm from India, can i get a S23 ultra as my birthday gift ",positive,804
805,0.0,1.0,0.0,0.0,It's too much ,neutral,805
806,0.288,0.63,0.082,-0.7385,"Excited about the phone, but this has to be their worst introduction video for a phone !",negative,806
807,0.0,1.0,0.0,0.0,wats the new buy the way?,neutral,807
808,0.0,0.465,0.535,0.3182,it's price please,positive,808
809,0.0,1.0,0.0,0.0,"Reading some of these comments, makes me wonder if I'm one of the few people that are still real.",neutral,809
810,0.0,1.0,0.0,0.0,Translation: nothing new since s9,neutral,810
811,0.0,0.58,0.42,0.4404,Simply design earn easy money,positive,811
812,0.0,1.0,0.0,0.0,Astronaut: can u send me that,neutral,812
813,0.0,1.0,0.0,0.0,Sony Xperia 1 v is coming,neutral,813
814,0.0,0.916,0.084,0.34,"I can't google voice assistant to make call and message using WhatsApp, before the software update it can.
My old s8+ for home robot vacuum cleaner  after software update , the robot vacuum cleaner app mapping features can't using it anymore. ",positive,814
815,0.0,0.256,0.744,0.4404,Way better,positive,815
816,0.0,1.0,0.0,0.0,"When the S24 arrives  and this one gets cheaper by 50%, I still wont buy a samsung.",neutral,816
817,0.0,0.435,0.565,0.3818,Apple still clear ,positive,817
818,0.0,1.0,0.0,0.0,Note- the other guy was an apple user.,neutral,818
819,0.265,0.735,0.0,-0.7227,"Samsung is W, but a ton of apple fanboys won't even ask because they hate Samsung",negative,819
820,0.0,1.0,0.0,0.0,what is the name of the game?,neutral,820
821,0.0,1.0,0.0,0.0,what is the name of the game?,neutral,821
822,0.0,0.708,0.292,0.5106,Can the hot girl is free with this phone ,positive,822
823,0.0,0.408,0.592,0.4404,better than iphone,positive,823
824,0.0,1.0,0.0,0.0,Is she the one from White Lotus Season 2? ,neutral,824
825,0.0,1.0,0.0,0.0,Class,neutral,825
826,0.0,1.0,0.0,0.0,"Q? Whats new?
Ans : nothing",neutral,826
827,0.0,0.488,0.512,0.6369,Samsung phones are the best,positive,827
828,0.0,1.0,0.0,0.0,Where are the apple fansboys now ,neutral,828
829,0.0,1.0,0.0,0.0,It even has 23 mil view,neutral,829
830,0.0,1.0,0.0,0.0,<Iphone ,neutral,830
831,0.0,0.417,0.583,0.6369,I used to love Samsung,positive,831
832,0.0,0.755,0.245,0.0772,Pls make small one pls...pls..plz...,neutral,832
833,0.0,1.0,0.0,0.0,Still waiting for them to kiss...,neutral,833
834,0.0,1.0,0.0,0.0,still use exynos in my?,neutral,834
835,0.0,0.294,0.706,0.5859,Vision booster = True Tone ?,positive,835
836,0.0,0.417,0.583,0.4215,Nice story telling,positive,836
837,0.0,1.0,0.0,0.0,who made it? Genius???,neutral,837
838,0.0,1.0,0.0,0.0,This my fullfil,neutral,838
839,0.0,1.0,0.0,0.0,Samsung The only competitor for apple,neutral,839
840,0.0,0.762,0.238,0.7783,Dear Samsung please bring back the design of s9 and s10..they are better than todays design..and remove the s-pen  from this mobile..mobiles don't need any kind of pen.. ,positive,840
841,0.0,0.755,0.245,0.0772,The number is new 23 ,neutral,841
842,0.0,1.0,0.0,0.0,Apple user must wacth this..,neutral,842
843,0.54,0.46,0.0,-0.5719,2023 is for Samsung no doubt,negative,843
844,0.027,0.891,0.082,0.3689,passsssssss on this my s 22 ultra works just fine just a 200 mp camera uhhhhh dont think its worthy to upgrade too and same design same size screen  and black gaps on top and bottom for the price??? passsss on this not much change at all just a camera to 200 mp overall nice new device but my s 22 ultra works just fine...,positive,844
845,0.0,1.0,0.0,0.0,Background music from IronMan first flight.,neutral,845
846,0.0,1.0,0.0,0.0,Couldn't hepl it had to watch it again on the s23ultra,neutral,846
847,0.123,0.81,0.067,-0.6989,"It's a good camera but it overheated.. the S23 needs to be replaced, said the seller at SM Mall. So I'm really disappointed. However, Samsung has released many branded products and then the Note Series, Samsung Note10 to 20 collapsed.  Series' Strongest Cellphone, does not heat up../than you Compared to the new Samsungs that now Overheat, since Compisca the Note Series has been changed by Samsung because other Brands that are its partner are at a loss.",negative,847
848,0.0,0.764,0.236,0.7579,"Please give me a samsung this smartphone, and I will advertise in all social networks where I am registered, samsung is the best in the world ",positive,848
849,0.0,0.192,0.808,0.8555,What a advertising best best,positive,849
850,0.081,0.686,0.233,0.5332,"Sorry Samsung I never feel it's so new features, really it's become so funny",positive,850
851,0.0,1.0,0.0,0.0,paying for brand new phone but getting recycled plastic box.,neutral,851
852,0.0,1.0,0.0,0.0,I still can't believe that Apple is so far behind. Samsung phones are almost always one or two steps ahead.,neutral,852
853,0.0,0.953,0.047,0.296,"What's new ? in fact nothing... only normal upgrades compare to the last year device... And from an Note 10+ device, I don't have the woaw effect... neither design nor features has changes or improved.... But have to admit the price for the same performance (1100€ to 1600€)",positive,853
854,0.158,0.68,0.162,0.0185,If compared with other phones design wise. It's just a boxy design not so good looking.,neutral,854
855,0.0,0.72,0.28,0.5423,Samsung cameras hardware is far superior to apple iPhones’ one.,positive,855
856,0.0,0.806,0.194,0.5106,"Hi samsung. I am in sri, lanka i want to buy a smart phone i, send sms. I want to buy samsung galaxy s23 ultra smartphone. It is convenient.",positive,856
857,0.221,0.779,0.0,-0.1779,"Its too cheeky for an ad, seriously",negative,857
858,0.0,1.0,0.0,0.0,"The gray mass pays for ecology, while large corporations do not",neutral,858
859,0.294,0.706,0.0,-0.3612,An Apple user Will regrets buying iphone,negative,859
860,0.0,1.0,0.0,0.0,Over promotion ,neutral,860
861,0.0,1.0,0.0,0.0,*  and above all is ... cheap ! *  ,neutral,861
862,0.0,0.602,0.398,0.5106,Trailers are for non buyers :d,positive,862
863,0.0,1.0,0.0,0.0,That's all??,neutral,863
864,0.0,1.0,0.0,0.0,bro this ad is so tacky ,neutral,864
865,0.0,1.0,0.0,0.0,Song name in the last ?,neutral,865
866,0.101,0.789,0.11,-0.1779,"Just want to share my disappointing experience with the Samsung renove program :
Recently i´ve upgraded my S21 to a S23

Online, i was supposed to receive 400Euros for this Exchange.",negative,866
867,0.16,0.712,0.127,-0.3194,Hi im use s23 ultra and the chrome bezel wasnt build realy well the paint was so bad and can't claim s+ waranty because its not phone software eror lol what a joke,negative,867
868,0.0,1.0,0.0,0.0,"Hey, What's new?",neutral,868
869,0.0,1.0,0.0,0.0,Who else is watching this with a note 9 ,neutral,869
870,0.0,1.0,0.0,0.0,Price in Pakistan,neutral,870
871,0.217,0.783,0.0,-0.6124,"Samsung, you guys gotta get rid of the curve..it's obsolete and temper glass won't stay in tact because of it..",negative,871
872,0.205,0.795,0.0,-0.9328,"The most horrible costumer service. Bought the S23 ultra, unit arrived with a problem (okay that can happen) but after complaining immediately to Samsung, one week later still no updates, no phone, no money and they only say its the process... Not recommended at all, it's beyond bad... ATTENTION all costumers my unit came with water inside it in the form of humidity that showed up soon the phone heated up by transferring files!",negative,872
873,0.0,1.0,0.0,0.0,Price is too high,neutral,873
874,0.0,1.0,0.0,0.0,Water proof ?,neutral,874
875,0.0,1.0,0.0,0.0,"hey what’s new 
WHAT IS NEW the name",neutral,875
876,0.0,1.0,0.0,0.0,What’s new: The Name ️,neutral,876
877,0.0,1.0,0.0,0.0,Give me this phone,neutral,877
878,0.0,0.58,0.42,0.4404,Hey Samsung gift me this...,positive,878
879,0.0,1.0,0.0,0.0,what's this woman doing outside the kitchen trying to explain how a smartphone works,neutral,879
880,0.0,1.0,0.0,0.0,Who is the actress they used ??,neutral,880
881,0.445,0.555,0.0,-0.3412,Price is not good,negative,881
882,0.0,1.0,0.0,0.0,Very very very VERY expensive.,neutral,882
883,0.0,1.0,0.0,0.0,Whatever! iPhone is iPhone,neutral,883
884,0.0,1.0,0.0,0.0,Can I use this video part for my YouTube channel,neutral,884
885,0.0,1.0,0.0,0.0,Samsung I I'm a big since the A13,neutral,885
886,0.17,0.83,0.0,-0.5709,That has got to be one of the most stupid commercials I have ever seen in my life...and I'm 64.,negative,886
887,0.0,0.4,0.6,0.7178,Thanks so nice price us dollar,positive,887
888,0.0,0.323,0.677,0.6369,Iphone is best,positive,888
889,0.0,1.0,0.0,0.0,The ads is yakkkk,neutral,889
890,0.0,1.0,0.0,0.0,Watching this in 23U,neutral,890
891,0.0,0.759,0.241,0.2263,Is it a phone worth buying? 1000 dolars,positive,891
892,0.0,1.0,0.0,0.0,This is why samsung beats all the competitors,neutral,892
893,0.0,1.0,0.0,0.0,It's a 600 hundred trillion dollars industry how much can you affordable?,neutral,893
894,0.0,1.0,0.0,0.0,What kind of ad is this...,neutral,894
895,0.0,1.0,0.0,0.0,My phone choose iPhone or Samsung,neutral,895
896,0.116,0.783,0.101,-0.0763,my sad story  1pone 4year that is very bad  condition my and my father have samsung m13 pone my father fan samsung brand but i have no pone i will say  my father buy one  pone for me my father say naver i not have money at my father is military retirment at but samsung is brand samsung is dad for all  pone company i wish i have samsung s23 ultra i wish i have samsung brand no ipone brand only samsung  ,neutral,896
897,0.0,0.734,0.266,0.4404,"Tbh, I personally believe that Samsung is better than Apple.",positive,897
898,0.179,0.821,0.0,-0.5719,"so truetone, another a.i photography scam, and adjusting stuff with a pen that i can do with my fingers?

pass.",negative,898
899,0.0,1.0,0.0,0.0,0:49 only og know this game subnautica !!,neutral,899
900,0.315,0.225,0.461,0.3182,Lame advert great phone,positive,900
901,0.0,0.357,0.643,0.7351,"My dream phone 
Please some gift me ",positive,901
902,0.4,0.438,0.161,-0.5879,This commercial is embarrassing it's so bad. Cool phone though.,negative,902
903,0.126,0.82,0.054,-0.6911,"As a customer i will never recommend Samsung and will never buy one again, last year i bought galaxy s22, after 3/4 month it became the most laggy phone i have ever used, fast charging doesn’t work anymore, take 2.5 hours to become fully charged, don’t even get 4 hours on screen battery backup. Started having noisy speaker, reaching out to customer service is also another worst experience, feel like throwing 800+ euros into the bin.",negative,903
904,0.583,0.417,0.0,-0.4215,Waste of money,negative,904
905,0.0,1.0,0.0,0.0,"Who else thought: oh hey, Camila Cabello ?",neutral,905
906,0.182,0.367,0.45,0.7922,"Honest criticism - I'm not impressed.
No actually useful innovation present.

What I would really like - 10+ hrs battery life",positive,906
907,0.0,1.0,0.0,0.0,"Samsung phone exist too much bug while use, never compare to iphone",neutral,907
908,0.0,1.0,0.0,0.0,Who I p ? ,neutral,908
909,0.0,1.0,0.0,0.0,2:33 @ThatWasEpic11 ,neutral,909
910,0.0,0.476,0.524,0.5106,2:34  free promotion juan,positive,910
911,0.0,1.0,0.0,0.0,Airdrop is apples,neutral,911
912,0.0,1.0,0.0,0.0,what is npu,neutral,912
913,0.356,0.515,0.129,-0.5647,Dream but I am not afford it I am poor,negative,913
914,0.255,0.508,0.237,-0.0534,The phones nice the commercial is kinda dumb,neutral,914
915,0.0,0.58,0.42,0.4404,Bacolod city Philippines good item,positive,915
916,0.0,0.674,0.326,0.4404,camera design looks cheap better s22 design,positive,916
917,0.0,1.0,0.0,0.0,Not an Iphone,neutral,917
918,0.0,1.0,0.0,0.0,"Samsung> iPhone.
Never had issue with Samsung in 10y",neutral,918
919,0.0,1.0,0.0,0.0,did they take mushroom?,neutral,919
920,0.0,1.0,0.0,0.0,Iphone>>>>>>>>>>>>,neutral,920
921,0.0,1.0,0.0,0.0,Can you send me that️,neutral,921
922,0.0,1.0,0.0,0.0,Will never be nothing more than IPhone clone wannabe devices ,neutral,922
923,0.0,1.0,0.0,0.0,"I will still say ... Whats new ... Nothing new in this video.. 
all same features",neutral,923
924,0.0,1.0,0.0,0.0,iPhone is iphone,neutral,924
925,0.243,0.628,0.13,-0.4019,camera placement looks horrible. I am sticking with iPhone. Lost respect after I bought galaxy note2. side coating  peeled off,negative,925
926,0.0,1.0,0.0,0.0,Very expensive phone ..,neutral,926
927,0.159,0.841,0.0,-0.6705,Bhot bhot bhot bkwass phone hai.....heating problems bhot zada hai....phone sala hath jalane tayar hai....bkwass bkwass bkwass 1.24lakh rs waste ho gae mt lena bhai mtlena vivo oppo lelo sahi hai,negative,927
928,0.0,1.0,0.0,0.0,can i use this vedio in my channel .,neutral,928
929,0.352,0.648,0.0,-0.5859,Samaung is doing fraud in their echange program,negative,929
930,0.0,1.0,0.0,0.0,It's the black dude coming after all had been said ,neutral,930
931,0.451,0.549,0.0,-0.6249,It's the worst that can exist,negative,931
932,0.0,1.0,0.0,0.0,200mp is gimmick,neutral,932
933,0.0,0.48,0.52,0.7574,"Bacolod city good item more fun in Philippines,",positive,933
934,0.295,0.446,0.259,-0.1027,The dumb equipment of 700 performance better,negative,934
935,0.267,0.733,0.0,-0.7346,I bought  S23 ultra Very poor product nd service plzz don't  buy  Samsung  product otherwise u will b feel regret  after buying,negative,935
936,0.134,0.549,0.317,0.4588,"Yes, and with a price of average car in my country... no thx",positive,936
937,0.0,1.0,0.0,0.0,Simply... nothing new,neutral,937
938,0.028,0.633,0.339,0.9294,I'm sorry but this commercial is just cringey asf bruh lol. Like this commercial would've worked out if we were like in the early 2000's but we're in 2023 now lol ,positive,938
